county,fl_site_limit,tiv_2012,fl_site_deductible,point_longitude,point_granularity
MARION COUNTY,0,304976.23,0,-82.218208,1
MARION COUNTY,0,8619.09,0,-82.19709,3
MARION COUNTY,0,2898107.93,0,-82.19708,1
MARION COUNTY,0,9810000,0,-82.245888,1
MARION COUNTY,0,350278.88,0,-82.19773,3
MARION COUNTY,0,644767.79,0,-82.197517,1
MARION COUNTY,0,34856.39,0,-82.2309,4
MARION COUNTY,0,17836.59,0,-82.27276,1
GILCHRIST COUNTY,482400,511292.87,0,-82.81624,1
GILCHRIST COUNTY,292500,311775.75,0,-82.8325,4
LEVY COUNTY,0,539260.89,0,-82.923172,3
LEVY COUNTY,0,220018.31,0,-82.92384,3
LEVY COUNTY,0,570488.83,0,-82.92384,3
GILCHRIST COUNTY,0,28831.1,0,-82.81648,1
GILCHRIST COUNTY,0,17330.32,0,-82.81648,1
GILCHRIST COUNTY,0,4742.7,0,-82.81648,1
GILCHRIST COUNTY,0,25437.83,0,-82.81648,1
GILCHRIST COUNTY,0,33160.48,0,-82.740524,3
GILCHRIST COUNTY,0,106371.2,0,-82.740524,3
GILCHRIST COUNTY,0,16923.24,0,-82.740524,3
GILCHRIST COUNTY,0,55274.04,0,-82.8325,4
GILCHRIST COUNTY,0,1256.39,0,-82.81648,1
GILCHRIST COUNTY,0,642.17,0,-82.818352,3
GILCHRIST COUNTY,0,355008.99,0,-82.818352,1
GILCHRIST COUNTY,0,154183.32,0,-82.743431,3
GILCHRIST COUNTY,0,15198.85,0,-82.743431,3
GILCHRIST COUNTY,0,640221.16,0,-82.743431,3
GILCHRIST COUNTY,0,554871.65,0,-82.743431,3
GILCHRIST COUNTY,0,350115.49,0,-82.743431,3
GILCHRIST COUNTY,0,45116.18,0,-82.81648,1
GILCHRIST COUNTY,0,1097354.43,0,-82.81736,1
GILCHRIST COUNTY,0,3420236.23,0,-82.81801,1
GILCHRIST COUNTY,0,55180.01,0,-82.898476,1
GILCHRIST COUNTY,0,64117.4,0,-82.8183,3
GILCHRIST COUNTY,0,44109.83,0,-82.690491,3
GILCHRIST COUNTY,0,62540.17,0,-82.944585,3
GILCHRIST COUNTY,0,1049960.02,0,-82.819359,3
GILCHRIST COUNTY,0,2181859.88,0,-82.81783,3
GILCHRIST COUNTY,0,17413.75,0,-82.740822,3
GILCHRIST COUNTY,0,53519.06,0,-82.8172,1
GILCHRIST COUNTY,0,124846.84,0,-82.94233,1
GILCHRIST COUNTY,0,269023.11,0,-82.94233,1
GILCHRIST COUNTY,0,39916.68,0,-82.94233,1
GILCHRIST COUNTY,0,6866.99,0,-82.94233,1
GILCHRIST COUNTY,0,215202.53,0,-82.94233,1
GILCHRIST COUNTY,0,93292.12,0,-82.94233,1
GILCHRIST COUNTY,0,191151.59,0,-82.808304,1
ALACHUA COUNTY,59130,70380.55,0,-82.164415,3
ALACHUA COUNTY,72990,84217.61,0,-82.164415,3
ALACHUA COUNTY,37179,60313.63,0,-82.164415,3
ALACHUA COUNTY,5220,6694.32,0,-82.164415,3
ALACHUA COUNTY,127980,167511.49,0,-82.164415,3
ALACHUA COUNTY,450,624.94,0,-82.164415,3
ALACHUA COUNTY,810,1266.26,0,-82.164415,3
ALACHUA COUNTY,2700,2627.38,0,-82.164415,3
ALACHUA COUNTY,450,342.06,0,-82.164415,3
ALACHUA COUNTY,630,515.97,0,-82.164415,3
ALACHUA COUNTY,0,689931.65,0,-82.167488,1
ALACHUA COUNTY,0,344846.16,0,-82.1575,3
ALACHUA COUNTY,0,156449.48,0,-82.171631,3
ALACHUA COUNTY,0,180701.14,0,-82.17133,1
ALACHUA COUNTY,0,55733.31,0,-82.16456,3
ALACHUA COUNTY,0,50016.13,0,-82.16464,3
ALACHUA COUNTY,0,71639.94,0,-82.1575,3
ALACHUA COUNTY,0,146135.68,0,-82.1575,1
ALACHUA COUNTY,0,65168.68,0,-82.1575,1
ALACHUA COUNTY,0,135657.35,0,-82.1575,1
ALACHUA COUNTY,0,98574.54,0,-82.1575,1
ALACHUA COUNTY,0,124833.44,0,-82.1575,1
ALACHUA COUNTY,0,71004.33,0,-82.173462,1
ALACHUA COUNTY,0,92463.95,0,-82.173271,1
ALACHUA COUNTY,0,96335.06,0,-82.173561,1
LEVY COUNTY,243518.4,344727.08,0,-82.45087,1
LEVY COUNTY,68647.5,63298.49,0,-82.45012,1
LEVY COUNTY,59670,91117.88,0,-82.416351,3
LEVY COUNTY,0,18519,0,-82.484489,3
LEVY COUNTY,0,849696.82,0,-82.484489,3
LEVY COUNTY,0,119536.35,0,-82.484489,3
LEVY COUNTY,0,322493.89,0,-82.484489,3
LEVY COUNTY,0,562927.48,0,-82.497,4
LEVY COUNTY,0,1154386.31,0,-82.44838,1
LEVY COUNTY,0,652832.2,0,-82.44364,1
LEVY COUNTY,0,304426.46,0,-82.456253,1
LEVY COUNTY,0,7187.56,0,-82.456253,1
LEVY COUNTY,0,371101.48,0,-82.447327,1
LEVY COUNTY,0,46188.93,0,-82.447174,1
LEVY COUNTY,0,15170.18,0,-82.44931,1
LEVY COUNTY,0,141774.72,0,-82.447807,1
LEVY COUNTY,0,847440.2,0,-82.44821,1
LEVY COUNTY,0,13683.22,0,-82.45195,3
LEVY COUNTY,0,647666.73,0,-82.469154,1
LEVY COUNTY,0,1185718.91,0,-82.446953,1
LEVY COUNTY,0,181220.58,0,-82.44643,1
LEVY COUNTY,0,156575.31,0,-82.472359,1
LEVY COUNTY,0,99287.95,0,-82.472366,1
LEVY COUNTY,0,104515.93,0,-82.47652,1
LEVY COUNTY,0,14752.68,0,-82.472679,3
LEVY COUNTY,0,318967.54,0,-82.46994,1
LEVY COUNTY,0,42677.26,0,-82.476936,3
LEVY COUNTY,0,75973.48,0,-82.472359,3
LEVY COUNTY,0,522520.14,0,-82.47007,1
LEVY COUNTY,0,81583.05,0,-82.445801,1
LEVY COUNTY,0,105912.68,0,-82.443321,4
LEVY COUNTY,0,242683.5,0,-82.443275,4
LEVY COUNTY,0,113707.39,0,-82.43983,1
LEVY COUNTY,0,180366.36,0,-82.440079,1
LEVY COUNTY,0,112777.37,0,-82.440971,3
LEVY COUNTY,0,128827.25,0,-82.440971,3
LEVY COUNTY,0,108915.12,0,-82.435097,1
LEVY COUNTY,0,179810.64,0,-82.435089,1
LEVY COUNTY,0,132690.68,0,-82.435043,1
LEVY COUNTY,0,127403.97,0,-82.434952,1
LEVY COUNTY,0,95805.49,0,-82.434937,1
LEVY COUNTY,0,104507.07,0,-82.434937,1
UNION COUNTY,54000,62952.55,0,-82.4243,3
UNION COUNTY,0,33234.3,0,-82.42408,1
UNION COUNTY,0,10018.73,0,-82.42408,1
UNION COUNTY,0,98468.61,0,-82.4243,4
UNION COUNTY,0,6912.56,0,-82.42359,4
UNION COUNTY,0,12902.47,0,-82.42359,4
UNION COUNTY,0,121163.06,0,-82.42359,4
SEMINOLE COUNTY,0,1590434.44,0,-81.378355,3
SEMINOLE COUNTY,0,1957820.68,0,-81.380115,3
SEMINOLE COUNTY,0,1430524.28,0,-81.378441,3
SEMINOLE COUNTY,0,1790133.14,0,-81.378355,3
SEMINOLE COUNTY,0,519240.87,0,-81.381964,1
SEMINOLE COUNTY,0,73512,0,-81.381964,1
SEMINOLE COUNTY,0,65490.02,0,-81.384166,1
SEMINOLE COUNTY,0,35050.25,0,-81.384166,1
SEMINOLE COUNTY,0,53954.63,0,-81.359726,1
SEMINOLE COUNTY,1845014.4,2246762.6,0,-81.35878,1
SEMINOLE COUNTY,0,1610863.41,0,-81.365288,1
SEMINOLE COUNTY,0,2495157.95,0,-81.365715,3
SEMINOLE COUNTY,0,223604.27,0,-81.36369,3
SEMINOLE COUNTY,0,16448.9,0,-81.36369,3
SEMINOLE COUNTY,0,89425.36,0,-81.36369,3
SEMINOLE COUNTY,0,98956.19,0,-81.36369,3
SEMINOLE COUNTY,8356701.6,8353358.92,0,-81.36578,1
SEMINOLE COUNTY,15300000,28350000,0,-81.36476,1
SEMINOLE COUNTY,4517802.9,6591402.15,0,-81.3699,1
SEMINOLE COUNTY,229482.9,205079.92,0,-81.36779,1
SEMINOLE COUNTY,434120.4,335358.01,0,-81.367134,1
SEMINOLE COUNTY,14200.2,13791.09,0,-81.367134,1
SEMINOLE COUNTY,0,407700000,0,-81.36965,1
SEMINOLE COUNTY,0,969653.37,0,-81.36965,1
SEMINOLE COUNTY,582480.9,685696.52,0,-81.368111,1
SEMINOLE COUNTY,287946,287742.71,0,-81.368111,1
SEMINOLE COUNTY,11620.8,13521.03,0,-81.368111,1
SEMINOLE COUNTY,3805419.6,4060534.93,0,-81.36005,1
SEMINOLE COUNTY,13410000,18990000,0,-81.35995,1
SEMINOLE COUNTY,0,836296.61,0,-81.385269,1
SEMINOLE COUNTY,0,3953078.77,0,-81.3711,4
SEMINOLE COUNTY,0,233469.39,0,-81.402755,3
SEMINOLE COUNTY,0,20257.38,0,-81.42731,3
SEMINOLE COUNTY,0,18104.49,0,-81.42731,3
SEMINOLE COUNTY,0,10239.15,0,-81.42731,3
SEMINOLE COUNTY,0,12635.92,0,-81.38134,3
SEMINOLE COUNTY,0,21174.13,0,-81.38134,3
SEMINOLE COUNTY,0,11964.05,0,-81.3711,3
SEMINOLE COUNTY,0,17761.06,0,-81.36979,3
SEMINOLE COUNTY,0,1112902.68,0,-81.36979,3
SEMINOLE COUNTY,0,132937.03,0,-81.36979,3
SEMINOLE COUNTY,0,31177.56,0,-81.36979,3
SEMINOLE COUNTY,0,62787.53,0,-81.42731,3
SEMINOLE COUNTY,0,1775123.28,0,-81.384165,3
SEMINOLE COUNTY,0,17198.05,0,-81.3711,4
SEMINOLE COUNTY,0,937406.37,0,-81.384165,3
SEMINOLE COUNTY,0,7077.56,0,-81.361007,1
SEMINOLE COUNTY,0,10352.88,0,-81.361007,1
SEMINOLE COUNTY,0,242225.63,0,-81.361007,1
SEMINOLE COUNTY,0,216790.76,0,-81.361007,1
SEMINOLE COUNTY,0,27316.79,0,-81.384651,1
SEMINOLE COUNTY,0,402909.95,0,-81.384165,3
SEMINOLE COUNTY,0,168238.77,0,-81.384165,3
SEMINOLE COUNTY,0,3728040.69,0,-81.35909,1
SEMINOLE COUNTY,0,7270323.45,0,-81.359741,1
SEMINOLE COUNTY,0,445048.64,0,-81.359741,1
SEMINOLE COUNTY,0,1228305.97,0,-81.36555,1
SEMINOLE COUNTY,0,692289.98,0,-81.361007,1
SEMINOLE COUNTY,0,107619.56,0,-81.361007,1
SEMINOLE COUNTY,0,211148.33,0,-81.361007,1
SEMINOLE COUNTY,0,362633.59,0,-81.361007,1
SEMINOLE COUNTY,0,67305.02,0,-81.35909,1
SEMINOLE COUNTY,0,152948.21,0,-81.414825,4
SEMINOLE COUNTY,0,9733.81,0,-81.414825,4
SEMINOLE COUNTY,0,733051.31,0,-81.35612,1
SEMINOLE COUNTY,0,7450002.02,0,-81.3711,3
SEMINOLE COUNTY,0,7774574.38,0,-81.3873,1
SEMINOLE COUNTY,0,4625219.52,0,-81.37159,1
SEMINOLE COUNTY,0,1339939.28,0,-81.37159,1
SEMINOLE COUNTY,0,70580.61,0,-81.37159,1
SEMINOLE COUNTY,0,15058.48,0,-81.37159,1
SEMINOLE COUNTY,0,723178.77,0,-81.37127,1
SEMINOLE COUNTY,0,195743.57,0,-81.354202,1
SEMINOLE COUNTY,0,142867.02,0,-81.354202,1
SEMINOLE COUNTY,0,24750000,0,-81.378906,1
SEMINOLE COUNTY,0,4382738.9,0,-81.378906,1
SEMINOLE COUNTY,1634724,1717114.09,0,-81.360031,1
SEMINOLE COUNTY,0,20528.64,0,-81.378906,1
LAKE COUNTY,84150,76031.88,0,-81.647484,1
ORANGE COUNTY,0,96169.68,0,-81.456421,1
SEMINOLE COUNTY,0,659708.95,0,-81.447182,1
SEMINOLE COUNTY,0,709535.49,0,-81.447182,1
ORANGE COUNTY,7994803.5,11250000,0,-81.534576,1
ORANGE COUNTY,2122582.5,2197076.66,0,-81.50861,3
ORANGE COUNTY,1395000,1731547.94,0,-81.50861,3
SEMINOLE COUNTY,126540,170069.76,0,-81.44328,1
ORANGE COUNTY,77400,113712.98,0,-81.50766,1
ORANGE COUNTY,22500,38725.83,0,-81.50802,1
ORANGE COUNTY,0,316785.7,0,-81.48974,3
ORANGE COUNTY,0,26802.82,0,-81.48974,3
ORANGE COUNTY,0,502844.9,0,-81.48974,3
ORANGE COUNTY,0,2172087.25,0,-81.48974,3
ORANGE COUNTY,0,50310000,0,-81.509438,3
ORANGE COUNTY,300994.2,340872.32,0,-81.50912,3
ORANGE COUNTY,530185.5,544169.14,0,-81.50872,1
ORANGE COUNTY,0,14580000,0,-81.46431,1
ORANGE COUNTY,364302,535523.94,0,-81.50808,1
ORANGE COUNTY,173952.9,144680.98,0,-81.509438,3
ORANGE COUNTY,0,231715.47,0,-81.508339,1
ORANGE COUNTY,0,192650.1,0,-81.514,1
ORANGE COUNTY,0,152829.19,0,-81.51511,1
ORANGE COUNTY,20250000,32310000,0,-81.506142,1
ORANGE COUNTY,0,2971135.54,0,-81.46053,1
ORANGE COUNTY,0,134959.23,0,-81.46053,1
ORANGE COUNTY,0,75123.4,0,-81.46053,1
ORANGE COUNTY,965700,863104.03,0,-81.49241,1
ORANGE COUNTY,0,385112.07,0,-81.50257,3
ORANGE COUNTY,0,627001.08,0,-81.515877,1
ORANGE COUNTY,0,1380150.99,0,-81.467659,3
ORANGE COUNTY,0,738015.18,0,-81.492912,1
ORANGE COUNTY,0,2416834.31,0,-81.51328,4
ORANGE COUNTY,0,3864715.04,0,-81.46892,3
SEMINOLE COUNTY,0,1883630.09,0,-81.446495,1
SEMINOLE COUNTY,0,1276515.46,0,-81.446495,1
ORANGE COUNTY,0,39124.33,0,-81.46478,1
ORANGE COUNTY,0,57945.09,0,-81.46782,1
ORANGE COUNTY,0,81171.9,0,-81.559761,3
ORANGE COUNTY,0,1125446.16,0,-81.49968,1
ORANGE COUNTY,0,3000249.81,0,-81.49968,1
ORANGE COUNTY,0,3382768.76,0,-81.49968,1
ORANGE COUNTY,0,407507.12,0,-81.49968,1
ORANGE COUNTY,0,1739038.75,0,-81.48673,3
ORANGE COUNTY,0,1713360.77,0,-81.48673,3
ORANGE COUNTY,0,231296.42,0,-81.48673,3
ORANGE COUNTY,0,203834.41,0,-81.48673,3
ORANGE COUNTY,0,2383073.54,0,-81.48673,3
ORANGE COUNTY,0,74509.34,0,-81.52258,1
ORANGE COUNTY,0,2974233.27,0,-81.498413,1
ORANGE COUNTY,0,166878.39,0,-81.498413,1
ORANGE COUNTY,0,320331.7,0,-81.498413,1
ORANGE COUNTY,0,149007.82,0,-81.498413,1
ORANGE COUNTY,0,686683.44,0,-81.52046,1
ORANGE COUNTY,0,1034311.34,0,-81.50042,1
ORANGE COUNTY,0,157256.65,0,-81.5482,3
ORANGE COUNTY,0,13373.93,0,-81.5482,3
ORANGE COUNTY,0,24502.95,0,-81.5482,3
ORANGE COUNTY,0,16863.96,0,-81.5482,3
ORANGE COUNTY,0,6457.71,0,-81.5482,3
ORANGE COUNTY,0,27967.08,0,-81.5482,3
ORANGE COUNTY,0,46444.94,0,-81.50309,1
ORANGE COUNTY,0,59996.88,0,-81.505173,1
ORANGE COUNTY,0,78573.95,0,-81.505173,1
ORANGE COUNTY,0,58000.99,0,-81.505173,1
ORANGE COUNTY,0,70484.73,0,-81.505173,1
ORANGE COUNTY,0,294616.73,0,-81.5067,3
ORANGE COUNTY,556308,670530.27,0,-81.492043,1
ORANGE COUNTY,31083.3,54582.9,0,-81.47979,1
ORANGE COUNTY,720,972.09,0,-81.52046,1
ORANGE COUNTY,0,13320000,0,-81.50313,1
ORANGE COUNTY,0,981279.04,0,-81.4938,4
ORANGE COUNTY,0,571821.2,0,-81.4938,1
ORANGE COUNTY,0,73198.43,0,-81.4938,3
ORANGE COUNTY,0,72550.32,0,-81.557932,1
ORANGE COUNTY,0,77573.13,0,-81.4938,4
ORANGE COUNTY,0,24947.93,0,-81.4938,4
SEMINOLE COUNTY,0,120361.35,0,-81.28904,1
SEMINOLE COUNTY,0,157383.74,0,-81.28904,1
SEMINOLE COUNTY,0,147078.01,0,-81.28904,1
SEMINOLE COUNTY,0,77293.39,0,-81.28904,1
SEMINOLE COUNTY,0,185271.33,0,-81.321037,1
SEMINOLE COUNTY,373345.2,517014.03,0,-81.307686,1
SEMINOLE COUNTY,23850,24925.44,0,-81.307686,1
SEMINOLE COUNTY,1731150,1718387.96,0,-81.33918,1
SEMINOLE COUNTY,815901.3,722327.21,0,-81.28287,1
SEMINOLE COUNTY,588042,701986.9,0,-81.28287,1
SEMINOLE COUNTY,432000,360355.39,0,-81.33918,1
SEMINOLE COUNTY,189640.8,149832.92,0,-81.279854,1
SEMINOLE COUNTY,171000,200024.86,0,-81.33856,1
SEMINOLE COUNTY,55800,64624.44,0,-81.33862,1
SEMINOLE COUNTY,6300,10224.14,0,-81.28287,1
SEMINOLE COUNTY,1800,2521.44,0,-81.28287,1
SEMINOLE COUNTY,0,2195614.88,0,-81.34704,1
SEMINOLE COUNTY,0,4393.19,0,-81.34704,1
SEMINOLE COUNTY,1101778.2,1339101.22,0,-81.32412,1
SEMINOLE COUNTY,0,37455.48,0,-81.33681,1
SEMINOLE COUNTY,0,5198395.85,0,-81.33681,1
SEMINOLE COUNTY,0,91788.24,0,-81.31772,3
SEMINOLE COUNTY,0,85846.92,0,-81.315,4
SEMINOLE COUNTY,0,87341.75,0,-81.307442,1
SEMINOLE COUNTY,0,125111.16,0,-81.315,3
SEMINOLE COUNTY,0,127363.02,0,-81.31598,1
SEMINOLE COUNTY,0,127759.31,0,-81.315,3
SEMINOLE COUNTY,0,164044,0,-81.3228,3
SEMINOLE COUNTY,0,1252.76,0,-81.343825,3
SEMINOLE COUNTY,0,2847.25,0,-81.343825,3
SEMINOLE COUNTY,0,94055.63,0,-81.27937,3
SEMINOLE COUNTY,0,176676.21,0,-81.323364,1
SEMINOLE COUNTY,0,140003.1,0,-81.315,4
SEMINOLE COUNTY,0,122121.08,0,-81.319504,3
SEMINOLE COUNTY,0,158180.85,0,-81.32092,4
SEMINOLE COUNTY,0,14466.17,0,-81.33312,3
SEMINOLE COUNTY,0,12420.85,0,-81.325153,4
SEMINOLE COUNTY,0,10006.44,0,-81.315,4
SEMINOLE COUNTY,0,57658.85,0,-81.32728,1
SEMINOLE COUNTY,0,1243382.86,0,-81.315,3
SEMINOLE COUNTY,0,3639.6,0,-81.319359,1
SEMINOLE COUNTY,0,109810.26,0,-81.325508,1
SEMINOLE COUNTY,0,941,0,-81.343825,3
SEMINOLE COUNTY,0,5263522.5,0,-81.337784,1
SEMINOLE COUNTY,0,1386660.21,0,-81.315,4
SEMINOLE COUNTY,0,16734.08,0,-81.32256,3
SEMINOLE COUNTY,0,18727.33,0,-81.343715,3
SEMINOLE COUNTY,0,11107.15,0,-81.315,4
SEMINOLE COUNTY,0,10354.71,0,-81.343825,3
SEMINOLE COUNTY,0,1045.06,0,-81.3408,1
SEMINOLE COUNTY,0,33980.46,0,-81.3408,1
SEMINOLE COUNTY,0,120.8,0,-81.31754,1
SEMINOLE COUNTY,0,1022.55,0,-81.3408,1
SEMINOLE COUNTY,0,55218.51,0,-81.3408,1
SEMINOLE COUNTY,0,3239.01,0,-81.3408,1
SEMINOLE COUNTY,0,5428.23,0,-81.3408,1
SEMINOLE COUNTY,0,136116.61,0,-81.30076,3
SEMINOLE COUNTY,0,150696.66,0,-81.314665,1
SEMINOLE COUNTY,0,147460.1,0,-81.330254,1
SEMINOLE COUNTY,0,157658.66,0,-81.315,4
SEMINOLE COUNTY,0,735.98,0,-81.31754,1
SEMINOLE COUNTY,0,7101.79,0,-81.31754,1
SEMINOLE COUNTY,0,15332.53,0,-81.31754,1
SEMINOLE COUNTY,0,148703.55,0,-81.315,3
SEMINOLE COUNTY,0,86114.25,0,-81.315,3
SEMINOLE COUNTY,0,83028.32,0,-81.315,4
SEMINOLE COUNTY,0,183589.36,0,-81.315,3
SEMINOLE COUNTY,0,110365.15,0,-81.29548,1
SEMINOLE COUNTY,0,150914.12,0,-81.308885,3
SEMINOLE COUNTY,0,91337.38,0,-81.314919,3
SEMINOLE COUNTY,0,780.66,0,-81.343825,3
SEMINOLE COUNTY,0,97458.56,0,-81.315,4
SEMINOLE COUNTY,0,141646.72,0,-81.315,4
SEMINOLE COUNTY,0,115308.28,0,-81.315,4
SEMINOLE COUNTY,0,79514.41,0,-81.315,1
SEMINOLE COUNTY,0,89211.83,0,-81.315,4
SEMINOLE COUNTY,0,118002.11,0,-81.315,4
SEMINOLE COUNTY,0,490296.14,0,-81.3212,3
SEMINOLE COUNTY,0,110070.84,0,-81.32061,1
SEMINOLE COUNTY,0,775028.23,0,-81.315,4
SEMINOLE COUNTY,0,56331.95,0,-81.315,4
SEMINOLE COUNTY,0,1046921.23,0,-81.315,4
SEMINOLE COUNTY,0,182973.54,0,-81.315,4
SEMINOLE COUNTY,0,339287.26,0,-81.315,4
SEMINOLE COUNTY,0,461530.99,0,-81.315,4
SEMINOLE COUNTY,0,283102.35,0,-81.315,4
SEMINOLE COUNTY,0,6107.78,0,-81.315,4
SEMINOLE COUNTY,0,416580.66,0,-81.32149,1
SEMINOLE COUNTY,0,673794.75,0,-81.315,3
SEMINOLE COUNTY,0,611739.06,0,-81.315,3
SEMINOLE COUNTY,0,1977401.05,0,-81.321419,1
SEMINOLE COUNTY,0,1144341.92,0,-81.321419,1
SEMINOLE COUNTY,0,180295.12,0,-81.315,4
SEMINOLE COUNTY,0,842121.8,0,-81.32149,1
SEMINOLE COUNTY,0,160903.51,0,-81.32149,1
SEMINOLE COUNTY,0,209413.82,0,-81.315,4
SEMINOLE COUNTY,0,1029.66,0,-81.316887,1
SEMINOLE COUNTY,0,39458.73,0,-81.316887,1
SEMINOLE COUNTY,0,10579.73,0,-81.316887,1
SEMINOLE COUNTY,0,40783.76,0,-81.316887,1
SEMINOLE COUNTY,0,3996.69,0,-81.316887,1
SEMINOLE COUNTY,0,8272.05,0,-81.316887,1
SEMINOLE COUNTY,0,1294.3,0,-81.343825,3
SEMINOLE COUNTY,0,2795.52,0,-81.316887,1
SEMINOLE COUNTY,0,1998.96,0,-81.316887,1
SEMINOLE COUNTY,0,18266.62,0,-81.316887,1
SEMINOLE COUNTY,0,5124.96,0,-81.316887,1
SEMINOLE COUNTY,0,1166.42,0,-81.306855,3
SEMINOLE COUNTY,0,17369.39,0,-81.306855,3
SEMINOLE COUNTY,0,50876.55,0,-81.315,4
SEMINOLE COUNTY,0,110.17,0,-81.306855,3
SEMINOLE COUNTY,0,33928.09,0,-81.319359,1
SEMINOLE COUNTY,0,2582.69,0,-81.306855,3
SEMINOLE COUNTY,0,59698.66,0,-81.319359,1
SEMINOLE COUNTY,0,205.1,0,-81.319359,1
SEMINOLE COUNTY,0,3808.56,0,-81.319359,1
SEMINOLE COUNTY,0,62302.45,0,-81.306855,3
SEMINOLE COUNTY,0,1167.54,0,-81.32752,1
SEMINOLE COUNTY,0,19668.07,0,-81.32752,1
SEMINOLE COUNTY,0,21282.53,0,-81.32752,1
SEMINOLE COUNTY,0,2578.61,0,-81.32752,1
SEMINOLE COUNTY,0,2224.08,0,-81.319359,1
SEMINOLE COUNTY,0,4599.43,0,-81.32752,1
SEMINOLE COUNTY,0,1686.31,0,-81.32752,1
SEMINOLE COUNTY,0,20848.71,0,-81.32752,1
SEMINOLE COUNTY,0,182954.15,0,-81.317772,1
SEMINOLE COUNTY,0,223386.51,0,-81.322792,1
SEMINOLE COUNTY,0,142069.26,0,-81.30811,3
SEMINOLE COUNTY,0,26102.74,0,-81.30811,3
SEMINOLE COUNTY,1048483.8,1086497.63,0,-81.317032,1
SEMINOLE COUNTY,0,21150000,0,-81.311829,3
SEMINOLE COUNTY,0,1813728.35,0,-81.314072,1
SEMINOLE COUNTY,0,1214884.93,0,-81.314072,1
SEMINOLE COUNTY,0,1981104.78,0,-81.283546,3
SEMINOLE COUNTY,0,4127724.48,0,-81.3179,1
SEMINOLE COUNTY,0,1262919.22,0,-81.3179,1
SEMINOLE COUNTY,0,12766.83,0,-81.307234,3
SEMINOLE COUNTY,0,1424423.23,0,-81.307234,3
SEMINOLE COUNTY,0,1395896.85,0,-81.307234,3
SEMINOLE COUNTY,0,4039642.36,0,-81.307234,3
SEMINOLE COUNTY,0,1659211.83,0,-81.27555,1
SEMINOLE COUNTY,0,1775388.27,0,-81.275429,1
SEMINOLE COUNTY,0,1487054.4,0,-81.275429,1
SEMINOLE COUNTY,0,1365040.69,0,-81.275429,1
SEMINOLE COUNTY,0,23060.61,0,-81.269124,1
SEMINOLE COUNTY,0,6291439.25,0,-81.269124,1
SEMINOLE COUNTY,0,144362.57,0,-81.269124,1
SEMINOLE COUNTY,0,939797.65,0,-81.269124,1
SEMINOLE COUNTY,0,514591.43,0,-81.27005,1
SEMINOLE COUNTY,0,453485.25,0,-81.315474,1
SEMINOLE COUNTY,0,2521460.56,0,-81.315432,1
SEMINOLE COUNTY,0,522173.26,0,-81.315432,1
SEMINOLE COUNTY,0,498989.59,0,-81.286446,1
SEMINOLE COUNTY,0,500441.78,0,-81.314789,3
SEMINOLE COUNTY,0,1164970.63,0,-81.314789,3
SEMINOLE COUNTY,0,11535.37,0,-81.314789,3
SEMINOLE COUNTY,0,82362.06,0,-81.313385,3
SEMINOLE COUNTY,0,64101.07,0,-81.262245,1
SEMINOLE COUNTY,0,172179.49,0,-81.313385,3
SEMINOLE COUNTY,0,148560.97,0,-81.313385,3
SEMINOLE COUNTY,0,118011.69,0,-81.313385,3
SEMINOLE COUNTY,0,976.05,0,-81.29885,3
SEMINOLE COUNTY,0,22733.82,0,-81.30461,1
SEMINOLE COUNTY,0,516.85,0,-81.30461,1
SEMINOLE COUNTY,0,84849.15,0,-81.242088,1
SEMINOLE COUNTY,0,1905780.2,0,-81.242088,1
SEMINOLE COUNTY,0,293342.33,0,-81.242088,1
SEMINOLE COUNTY,0,4780.5,0,-81.307297,1
SEMINOLE COUNTY,0,1914521.2,0,-81.242088,1
SEMINOLE COUNTY,0,203928.91,0,-81.2797,4
SEMINOLE COUNTY,0,1542760.6,0,-81.2797,4
SEMINOLE COUNTY,0,114881.45,0,-81.262291,1
SEMINOLE COUNTY,0,76324.8,0,-81.261292,1
SEMINOLE COUNTY,0,96516.15,0,-81.262291,1
SEMINOLE COUNTY,0,116892.97,0,-81.30696,1
SEMINOLE COUNTY,0,195566.02,0,-81.2797,4
SEMINOLE COUNTY,0,107431.91,0,-81.31761,3
SEMINOLE COUNTY,0,433162.84,0,-81.309315,3
SEMINOLE COUNTY,0,41846.98,0,-81.27453,3
SEMINOLE COUNTY,0,52516.67,0,-81.236155,3
SEMINOLE COUNTY,0,39931.94,0,-81.27598,3
SEMINOLE COUNTY,0,74062.8,0,-81.2797,3
SEMINOLE COUNTY,0,37940.6,0,-81.29773,3
SEMINOLE COUNTY,0,10969.01,0,-81.274986,3
SEMINOLE COUNTY,0,14254.35,0,-81.274986,3
SEMINOLE COUNTY,0,62941.6,0,-81.274986,3
SEMINOLE COUNTY,0,49481.97,0,-81.274986,3
SEMINOLE COUNTY,0,1393.35,0,-81.274986,3
SEMINOLE COUNTY,0,3813.67,0,-81.274986,3
SEMINOLE COUNTY,0,6113.34,0,-81.274986,3
SEMINOLE COUNTY,0,2478.79,0,-81.274986,3
SEMINOLE COUNTY,0,134589.42,0,-81.305695,1
SEMINOLE COUNTY,0,66969.3,0,-81.262245,1
SEMINOLE COUNTY,0,1226434.29,0,-81.304939,1
SEMINOLE COUNTY,0,2125.12,0,-81.304939,1
SEMINOLE COUNTY,0,143503.19,0,-81.274986,3
SEMINOLE COUNTY,0,2531.63,0,-81.304939,1
